Année;Tour;Parti;Bord;Voix;%_exp
2022;2;RN;Extrêmedroite;603409;33,42
2022;2;RN;Extrêmedroite;544558;43,56
2022;2;RN;Extrêmedroite;1291334;26,98
2022;2;RN;Extrêmedroite;1341138;46,04
2022;2;RN;Extrêmedroite;1506910;52,14
2022;2;RN;Extrêmedroite;740590;44,16
2022;2;RN;Extrêmedroite;692631;35,08
2022;2;RN;Extrêmedroite;1237817;50,48
2022;2;RN;Extrêmedroite;77721;58,08
2022;2;RN;Extrêmedroite;92106;69,6
2022;2;RN;Extrêmedroite;73000;60,87
2022;2;RN;Extrêmedroite;21437;60,78
2022;2;RN;Extrêmedroite;216967;59,56
2022;2;RN;Extrêmedroite;22694;59,1
